Product,Original French name,eenheid,pagina RG,Import 1788,Export 1788,Transit 1788,Brussel Invoer,Brussel Uitvoer,Brussel Transit,Tienen Invoer,Tienen Uitvoer,Tienen Transit,Turnhout Invoer,Turnhout Uitvoer,Turnhout Transit,Antwerpen Invoer,Antwerpen Uitvoer,Antwerpen Transit,St.-Phillipe Invoer,St.-Phillipe Uitvoer,St.-Phillipe Transit,Sint-Niklaas Import,Sint-Niklaas Export,Sint-Niklaas Transit,Gent Invoer,Gent Uitvoer,Gent Transit,Brugge Invoer,Brugge Uitvoer,Brugge Transit,Oostende Invoer,Oostende Uitvoer,Oostende Transit,Nieuwpoort Invoer,Nieuwpoort Uitvoer,Nieuwpoort Transit,Ieper Invoer,Ieper Uitvoer,Ieper Transit,Kortrijk Invoer,Kortrijk Uitvoer,Kortrijk Transit,Doornik Invoer,Doornik Uitvoer,Doornik Transit,Bergen Invoer,Bergen Uitvoer,Bergen Transit,Chimay Invoer,Chimay Uitvoer,Chimay Transit,Charleroi Invoer,Charleroi Uitvoer,Charleroi Transit,Namen Invoer,Namen Uitvoer,Namen Transit,Marche Invoer,Marche Uitvoer,Marche Transit,Luxemburg Invoer,Luxemeburg Uitvoer,Luxemburg Transit,St.Vith Invoer,St. Vith Uitvoer,St.Vith Transit,Herve Invoer,Herve Uitvoer,Herve Transit
tonhoepels (7 tot 8 voet of kleiner),cercles de 7 à 8 pieds,aantal,15,295245,625930,15760,0,0,0,0,600,0,100,0,0,3150,0,0,218250,0,0,0,0,0,8250,0,0,0,0,0,200,22600,0,0,4000,0,500,359305,500,4000,13900,0,0,12000,0,16500,199000,0,0,10850,0,13500,0,0,1150,2650,100,0,0,0,28245,1025,0,0,0,0,1400,0,15160
latten voor dakbedekkers ('solderveren'),lattes dittes Solderveren,bos,15,423,77,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,19,0,0,0,0,0,0,60,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latten voor dakbedekkers (pannen),lattes pour couvreurs de tuilles,bos,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latten voor dakbedekkers (stro),lattes pour couvreurs de pailles et platreurs,bos,15,543,"5894,5",45,0,5,0,0,78,0,12,0,0,0,0,0,0,0,0,32,4,0,12,22,0,0,0,0,7,214,0,38,"11,5",0,0,816,35,2,35,0,162,347,0,15,79,0,0,132,0,0,0,0,224,4031,6,9,0,4,0,110,0,8,0,0,22,10,0
latten (gezaagd),lattes sciées,voet,16,4930,637483,27120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2562,604316,9060,1130,30167,0,1166,0,0,0,0,18060
tonnen en vaten,"tonneaux, cuvelles et futailles",aantal,16,4876,10528,1272,231,472,0,1000,167,0,48,76,0,0,91,0,30,0,0,88,44,0,116,0,0,8,125,0,133,885,0,478,0,0,194,0,233,76,8,0,110,0,0,93,0,0,32,6,43,286,55,0,80,106,30,91,5611,1,810,2048,134,915,22,25,57,812,806
hout voor bogen en geweren,bois d'arc et de fusils,aantal,16,79,48008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48008,0,0,0,0,0,0,0,0,0,0
hout voor stoelen,bois pour chaisses,aantal,16,1107,28,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,30,0,0,18,28,0,0,0,860,0,0,0,0,0,0
hout voor spaden en vlegels,pelles de bois et ailes de fleaux,aantal,16,5492,8525,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,579,0,0,1063,0,0,1732,0,0,2048,0,0,0,8525,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0
houten blaasbalgen,soufflets de bois,dozijn,16,"0,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bezems,balais ou ramons,dozijn,16,"1957,08","16807,75",0,0,0,0,0,0,0,0,0,0,0,"66,67",0,577,0,0,"928,25",2399,0,556,"4934,5",0,"146,67",4282,0,0,"10,5",0,8,965,0,0,"3183,75",0,0,"168,5",0,"16,67","122,83",0,"143,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,33",675,0,"63,33",0,0
borstels en penselen,brosses et pinceaux,gulden,16,1805,264,196,9,30,0,60,0,0,160,0,0,51,0,0,53,0,0,39,0,0,118,6,0,83,90,0,40,0,0,460,0,0,78,41,0,45,0,108,45,0,0,49,0,0,0,0,12,0,0,0,438,18,7,17,0,21,0,5,48,31,74,0,59,0,0
houtwerk (groot),gros ouvrages de bois,kar,17,"70,88","322,38","12,75",0,0,0,0,"7,25",0,3,"8,5",0,0,"110,5",0,0,0,0,9,"82,75",0,0,0,0,0,"6,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,13",0,"0,13","13,88",0,0,"2,25",0,0,"0,25","9,5",0,"0,63",0,"0,5","1,75",0,0,0,0,0,0,0,"58,25",87,"3,25"
houtwerk (klein),menus ouvrage de bois,zak,17,"30,13","12,5",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"7,5",0,"0,5",0,0,0,0,0,0,0,0,"29,63",2,1
houtwerk (groot en klein door elkaar),divers gros et menus ouvrages de bois,gulden,17,44913,90803,6655,2494,19731,705,9032,1876,0,348,1040,0,181,14616,0,711,16,0,85,14231,90,365,6798,0,776,3213,0,80,741,0,516,228,0,1947,878,0,3313,261,0,7508,1243,0,6669,310,373,851,833,638,479,1671,269,1350,3430,186,1186,9108,1404,4461,5225,2491,1070,4291,403,1491,763,96
houtwerk (gevernist van spa),ouvrages de bois vernis de Spa,gulden,17,474,128,208,0,6,46,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,29,44,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,195,0,0,0,0,0,0,0,0,6,0,0,52,0,0,0,0,0,0,0,162,137,78,0
hout (alle soorten aangegeven naar waarde),bois de toutes sortes,gulden,17,11287,17835,11378,0,120,0,0,0,0,3,38,0,0,0,0,1828,0,0,0,0,0,40,707,0,0,623,0,11,126,0,370,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5531,87,898,315,8935,4829,64,668,792,3125,640,1635,0,8,0,0,5880,3133
kreupelhout,fourré,kar,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandhout,bois à bruler,gulden,17,35788,144098,9075,0,9879,0,605,3201,0,366,121,0,273,10804,0,454,1,0,1024,2294,0,727,5421,0,826,5635,0,946,0,0,232,9728,0,145,23375,2960,286,16132,0,80,7997,0,279,2932,0,719,1919,226,2712,1530,437,2987,9521,2247,1553,13474,1241,21104,16997,827,120,2412,236,350,725,901
kousen (zijde),bas de soye,paar,17,17932,893,4437,9300,529,3454,290,146,0,337,2,0,760,23,165,666,0,0,3,0,0,285,98,0,647,57,0,413,0,0,77,0,0,197,2,0,1651,0,172,360,0,0,2346,0,216,0,0,96,0,0,76,13,28,111,5,4,0,377,3,3,33,0,139,172,1,5
kousen (vloszijde),bas de filoselle,paar,18,5109,1080,2,1831,51,0,611,0,0,2160,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,0,4,0,0,41,996,0,0,15,0,0,0,0,0,0,0,1,0,0,13,0,0,247,0,0,17,0,2,165,0,0
kousen (garen),bas de fil,paar,18,11655,32867,6853,2031,187,3831,692,17,0,6381,24,0,21,13058,0,108,0,0,0,138,0,222,1865,0,641,1062,0,3,0,0,6,0,0,0,489,0,0,0,0,79,15264,0,25,393,0,0,16,2880,0,151,0,3,177,0,29,0,0,48,26,0,4,0,141,1362,0,1
kousen (katoen),bas de cotton,paar,18,51354,66865,11841,7252,265,9213,3091,0,0,16882,30,0,714,41652,0,811,0,0,156,181,0,4728,10334,0,8828,3579,0,3971,0,0,76,0,0,186,233,0,31,0,12,569,9792,0,32,280,0,24,16,1946,9,6,8,17,474,14,68,7,4,807,8,6,413,0,613,2689,8,25
kousen (wol),bas de laine,paar,18,152609,77312,59549,5080,7832,51552,14447,3681,0,50790,5454,0,886,2825,0,898,11,0,700,2162,0,2365,103,0,20121,5809,0,10295,1,312,100,1,0,300,6083,0,240,0,0,3014,16528,0,3,881,0,0,1593,3527,1012,532,1379,281,11115,16,757,351,14,10255,14,1196,1693,13,1498,29372,12323,55
mutsen (wol),bonnets de laine,aantal,18,39527,13480,195,384,12,52,13518,0,0,19912,263,0,0,24,0,0,0,0,0,25,0,0,1,0,0,786,0,0,0,0,0,0,0,18,696,0,0,0,0,0,11424,0,22,92,0,0,0,82,0,77,0,221,43,2,129,0,3,768,0,66,673,0,30,3882,37,0
mutsen (katoen),bonnets de cotton,aantal,18,15605,32358,695,3699,5,24,528,6,0,3138,0,0,78,20204,0,0,0,0,4,22,0,6,5793,0,0,2484,0,0,0,0,0,0,0,0,158,0,0,0,0,60,2580,0,8,223,0,8,0,580,0,24,0,6,844,0,116,0,12,3122,0,72,174,0,0,4658,15,7
handschoenen en wanten (zijde),gants et mitaines de soye,paar,18,2088,5074,175,941,31,156,9,8,0,0,0,0,67,4951,0,0,0,0,0,0,0,0,6,0,15,24,0,0,0,0,0,0,0,30,0,0,388,0,16,344,36,0,268,0,0,0,0,0,0,0,0,9,0,3,0,0,0,12,18,0,1,0,0,4,0,0
handschoenen en wanten (vloszijde),gants et mitaines de filoselle,paar,18,33715,622,0,7862,137,0,5699,0,0,19475,0,0,0,0,0,0,0,0,12,0,0,0,24,0,0,67,0,0,0,0,0,0,0,18,41,0,0,0,0,15,96,0,0,165,0,0,0,0,0,0,0,135,86,0,0,0,0,180,0,0,0,0,0,319,6,0
handschoenen (garen),gants de fil,paar,19,354,643,0,132,0,0,36,0,0,39,0,0,0,367,0,42,0,0,0,0,0,0,18,0,23,36,0,0,0,0,0,0,0,0,0,0,0,96,0,0,120,0,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,18,0,0,0,0,0,48,0,0
handschoenen (katoen),gants de cotton,paar,19,479,3045,20,0,0,0,0,0,0,39,0,0,0,2007,0,121,0,0,0,0,0,24,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,6,0,0,0,6,2,0,8,0,60,0,19,0,0,0,0,0,93,0,0,181,0,6
handschoenen (wol),gants de laine,paar,19,9988,4639,521,0,12,0,2338,0,0,5905,658,0,0,24,0,163,10,0,104,0,0,0,0,0,0,450,0,10,0,0,0,0,0,34,516,0,0,0,0,3,1704,0,0,39,0,0,0,0,0,7,360,423,1204,0,2,0,0,73,0,94,244,0,55,689,18,12
bonneterie (gemengd),bonneteries mellées,gulden,19,15656,2018,3077,98,628,2440,44,0,0,3007,0,0,11319,0,0,280,0,0,16,36,0,0,0,0,0,0,0,0,0,582,0,80,0,12,0,0,88,0,0,0,0,0,218,1188,0,0,0,0,5,29,45,0,1,0,107,0,10,266,56,0,185,0,0,11,0,0
breiwerk (kleding),"ouvrages tricotés pour vestes, camisolles et culottes",gulden,19,832,4750,4696,0,0,4626,0,0,0,0,43,0,0,4522,0,0,0,0,0,0,0,0,43,0,699,46,0,4,0,25,0,0,0,0,0,45,11,0,0,0,96,0,0,0,0,0,0,0,0,0,0,24,0,0,55,0,0,24,0,0,0,0,0,15,0,0
knopen (fijn goud en zilver),boutons de trait d'or et d'argent fin,pond,19,"1,25",0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,63",0,0,0,0,0,0,0,0
knopen ('pinsbeek'),boutons de Pinsbeck,gros,19,"537,5",1,6,0,0,0,5,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"1,5",0,0,14,0,0,0,0,0,0,0,0,"13,5",1,6,1,0,0,26,0,0,84,0,0,388,0,0
knopen (verguld en verzilverd koper),boutons de cuivre argenté et dorée,gros,19,"4184,25","7,67","350,5","1544,25",0,"298,5",10,"0,33",0,25,0,0,0,0,0,0,0,0,0,0,0,366,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,566,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,14,112,"1,33",32,24,0,0
knopen (staal),boutons d'acier,gros,20,"56,33","12,5","268,25",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,"1,33","0,5","0,25",0,0,0,17,0,268,8,0,0,0,0,0
knopen (staal),boutons d'acier,gulden,20,485,3,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knopen (verguld metaal),boutons de métal doré,gros,20,"670,5",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"660,5",42,0,0,0,0,0,0,0
knopen (verguld metaal),boutons de métal doré,gulden,20,21799,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21636,0,13,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knopen (verzilverd tin en koper),boutons de cuivre et d'étain argentés,gros,20,"19,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,33",0,0,0,0,0,0,0,0
knopen (paardehaar),boutons de crin,pond,20,"1842,5",1045,124,0,0,0,1243,0,0,245,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,5",50,0,91,0,0,"0,5",238,0,"0,5",0,0,0,0,0,0,0,0,"25,5",623,7,50,"2,5",81,5,0,0,101,"115,5",36,"9,5",0,0
knopen (draad van geitewol),boutons de fil de poil de chevre,pond,20,987,"62,5",68,0,20,3,20,0,0,41,0,0,0,0,0,0,0,0,"1,5",0,0,0,0,0,410,"15,5",0,0,0,0,0,0,0,84,23,0,50,0,0,30,0,0,58,0,0,7,0,0,0,2,0,0,2,0,12,0,0,150,0,0,65,0,65,"58,5",0,0
knopen (been en hoorn),boutons d'os et de cornes,pond,20,"1744,5",386,"1485,5",0,25,"752,5",12,12,0,0,0,0,0,0,0,"0,5",0,0,"7,5",0,0,157,0,0,1067,225,0,450,124,733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"12,5",0,0,31,0,0
cacao,cacao,pond,20,98588,730,"41978,5",17057,642,41958,0,0,0,0,0,0,12077,2,0,34201,0,0,0,0,0,5219,0,0,12253,5,0,4350,0,0,425,0,0,3883,0,0,0,0,0,9,0,0,0,0,0,0,0,20,0,0,0,1339,25,"0,5",3,0,0,333,0,0,6,6,0,7433,50,0
cacao-schillen,pellures de cacao,pond,20,70680,3084,0,5060,1445,0,0,0,0,0,0,0,0,0,0,1030,0,0,70,0,0,0,0,0,29220,0,0,35082,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1639,0,0,0,0,0,0,0,0,0,0,0,0,0
koffie,caffé,pond,21,5622673,23900,4787913,1790517,81,4033054,127,60,1250,856,55,0,549069,86,140048,8115,0,0,43797,0,0,754500,0,2186,954303,60,14153,188455,0,3168,30645,13,0,235806,758,0,27168,0,0,159612,1789,0,407,6712,0,7765,80,434240,4959,0,128983,2854,77,2203,195379,7978,13893,88147,384,736,14798,71,5889,565394,5696,8110
wandelstokken,cannes de joncs,aantal,21,1984,132,9502,0,8,0,62,0,0,0,0,0,521,18,9079,1029,0,400,0,0,0,160,0,0,91,0,0,6,0,0,0,0,0,11,26,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,30,0,0,50,0,0,0,23,0,0,0,115,0,0
wandelstokken,cannes de joncs,gulden,21,3269,185,15634,0,40,2188,56,0,0,0,0,0,867,0,13000,1414,0,300,0,0,0,458,0,0,150,15,0,3,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,50,0,0,68,0,0,0,146,0,0,0,0,0,0
kaarden van hout en ijzerdraad,cardes de bois et fil de fer,paar,21,11566,5399,176,0,0,0,182,0,0,6173,0,0,346,138,0,16,0,0,0,0,0,0,0,0,264,62,0,0,0,0,0,0,0,22,0,0,163,0,0,214,0,0,0,4509,0,0,0,0,0,0,0,153,0,3,37,0,0,13,37,0,775,543,140,3198,110,33
kaarden (boeren-) ('cardes champêtres'),cardes et cardons champêtres,schijf,21,576,1963,507,0,0,0,152,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,576,1963,507
drukletters,caractères à imprimer,pond,21,"9767,5",3329,0,4187,3029,0,106,0,0,0,0,0,569,0,0,2065,0,0,0,0,0,2673,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,"7,5",300,0
speelkaarten,cartes à jouer,gros,21,"29,92","3656,92","74,42",0,"3494,5",0,0,0,0,0,0,0,0,"7,08",0,0,0,0,0,5,0,0,"10,5",0,0,"2,88",0,"0,16",0,0,0,12,0,0,"94,17",0,0,0,0,0,3,0,0,0,0,0,0,"8,67",0,"5,67",0,"0,04","22,08",0,"22,75",0,59,"1,33",0,"6,67","4,58","0,04","0,08","1,08",0,0
potas,cendres dites potasse,pond,21,3515776,293677,501289,47172,2780,3373,108724,4750,0,4855,20,0,100748,40,0,150329,0,0,0,0,0,975937,2850,5456,1426557,0,188329,242234,0,0,14050,0,0,16000,635,0,135,1200,0,0,41090,0,0,64625,0,0,26600,5000,0,0,0,30,0,5,3200,4920,0,102390,33088,58296,213490,66141,237780,109925,44938,3050
wijnsteenpoeder (weedas),cendres gravelées dites Wedasse,ton,21,"13321,83","134,75",1354,"0,33",12,0,0,0,0,"236,75",0,0,"574,25",0,0,"1124,5",0,0,0,0,0,"2562,75","4,75",0,"7491,25","29,5",528,1008,0,"12,67","4,25",0,0,"319,75","14,5","771,33",0,72,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
geweekte as (as van Lessive),cendres de Lessive,kar,22,"958,75",0,"129,5",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,"28,5",0,0,0,0,0,"41,25",0,0,647,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"129,5",0,0,0,0,0,0,0,0,0
turfas,cendres des tourbes,kar,22,"113736,67","2929,75","168,25",0,"853,92",0,0,"97,25",0,2,"0,5",0,0,0,0,"94296,25",0,0,"0,25",0,0,"10257,42",0,0,0,0,0,0,0,0,0,0,0,9175,184,160,0,"712,33",0,0,18,0,0,"868,33",0,0,"32,83",0,5,"69,33",0,0,"93,25",0,"0,75",0,"8,25",0,0,0,0,0,0,0,0,0
gewone houtas,cendres communes de bois,kar,22,"126,13",103,"158,75",0,0,0,28,0,0,0,0,0,"0,13",0,0,0,0,0,7,0,0,"13,5",0,0,1,0,0,0,0,0,0,2,0,0,92,0,2,3,0,"0,25",6,0,"0,75",0,0,"1,5",0,"19,5","2,75",0,0,"0,5",0,"18,75","18,75",0,"92,5",8,0,3,42,0,25,0,0,0
kalkas,cendres de chaux,kar,22,"1175,83","50,25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,65,0,0,0,0,0,0,0,0,"49,25",0,0,"814,83",0,0,0,0,0,0,0,0,237,0,0,0,"50,25",0,3,0,0,"0,75",0,0,0,0,0,0,0,0,0,0,0
steenkoolas,cendres d'houille,kar,22,84,"813,92",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,22,0,0,0,1,"580,75",0,1,"228,67",0,0,1,0,0,"0,5",0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0
as van stro e.a.,cendres de toute espèce,gulden,22,129,1,10,0,0,0,62,0,0,18,0,0,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
houtas-extract (zouten),essence de cendre de bois,ton,22,"33,5",0,"59,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,5",0,0,0,0,0,0,"17,75",0,0,"12,75",6,0,3,0,"9,33",0,0,0
vers vlees,chair et lard fraiche,pond,22,17990,170414,1146,241,291,0,638,11956,0,110,0,0,0,83,0,10,0,0,23,23644,0,0,16644,0,0,16776,0,0,0,0,794,354,0,6403,6960,0,0,10799,0,1266,35384,0,82,2675,0,469,0,52,1200,1499,0,1725,9722,448,2986,1128,357,577,1924,26,130,50,89,1336,30525,174
gezouten en gerookt vlees,chair et lard salé et enfumé,pond,23,87964,65615,16259,553,1297,863,6880,2348,0,26372,103,0,345,1255,0,2389,0,0,0,7738,0,13515,4713,0,9010,4372,0,9470,820,0,409,237,0,408,4117,300,539,2646,0,755,5874,0,138,47,0,15,24,758,44,468,62,2248,4816,96,4727,5685,423,2552,9586,1909,3556,5873,11134,4039,3596,714
osse- en koeietongen,langues de bœufs et vaches,aantal,23,127,95,6,0,0,0,91,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,59,0,0,0,0,0,0,0,6,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,5,21,6,2,0,0,0,0,0,0,0,0,6,0,0
vetkaarsen,chandelles de suif,pond,23,"19221,5",4795,"5427,5",1385,150,0,16,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,2376,0,0,277,150,0,0,0,0,311,0,0,696,0,125,20,0,0,1647,0,0,10,0,1328,146,20,814,281,60,15,2141,343,"190,5",9041,2640,2670,113,222,285,"586,5",1210,0
hennep (ruwe),chanvre crû,pond,23,213973,309,6267,80,0,0,4110,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4346,0,0,43302,0,0,32273,0,0,33130,0,0,1100,0,0,0,0,0,0,0,0,32131,0,0,0,0,1110,615,0,230,1512,309,0,17344,0,374,36132,0,4553,1298,0,0,6580,0,0
hennep (gekamde),chanvre peigné,pond,23,20227,156,5307,0,0,0,830,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,0,0,0,0,0,1173,0,0,0,0,0,60,0,3128,123,0,1847,673,156,0,3124,0,42,1455,0,290,2435,0,0,4254,0,0
hennepwerk (gehekelde vlokken),étouppes de chanvre,pond,23,26347,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,247,0,0,20767,0,0,0,0,0,0,0,0
hoeden,chapeaux,aantal,23,99,92323,1880,0,58812,7,2,270,0,0,3182,0,3,11264,0,0,0,0,0,8423,0,0,2722,0,0,783,12,30,4,0,2,8,0,0,1091,28,2,971,0,0,218,0,0,464,0,0,87,1224,0,531,15,1,779,0,11,2183,5,23,10,378,13,28,205,12,493,6
